Location,Fighter 1,Fighter 2,Fighter_1_KD,Fighter_2_KD,Fighter_1_STR,Fighter_2_STR,Fighter_1_TD,Fighter_2_TD,Fighter_1_SUB,Fighter_2_SUB,Weight_Class,Method,Round,Time,Event Name,Date,Winner
"Las Vegas, Nevada, USA",Melvin Guillard,Dennis Siver,2,0,10,0,0,0,0,0,Lightweight,KO/TKO Punches,1,0:36,UFC 86,5-Jul-08,Melvin Guillard
"Las Vegas, Nevada, USA",Justin Buchholz,Corey Hill,0,0,24,34,0,2,1,0,Lightweight,SUB Rear Naked Choke,2,3:57,UFC 86,5-Jul-08,Justin Buchholz
"Las Vegas, Nevada, USA",Kendall Grove,Evan Tanner,0,0,59,27,0,3,1,0,Middleweight,S-DEC,3,5:00,The Ultimate Fighter,21-Jun-08,Kendall Grove
"Las Vegas, Nevada, USA",Amir Sadollah,CB Dollaway,0,0,2,6,0,1,2,0,Middleweight,SUB Armbar,1,3:02,The Ultimate Fighter,21-Jun-08,Amir Sadollah
"Las Vegas, Nevada, USA",Diego Sanchez,Luigi Fioravanti,2,0,51,27,0,1,1,1,Welterweight,KO/TKO Flying Knee,3,4:07,The Ultimate Fighter,21-Jun-08,Diego Sanchez
"Las Vegas, Nevada, USA",Spencer Fisher,Jeremy Stephens,0,0,56,23,1,2,0,3,Lightweight,U-DEC,3,5:00,The Ultimate Fighter,21-Jun-08,Spencer Fisher
"Las Vegas, Nevada, USA",Matthew Riddle,Dante Rivera,0,0,60,34,5,0,2,0,Middleweight,U-DEC,3,5:00,The Ultimate Fighter,21-Jun-08,Matthew Riddle
"Las Vegas, Nevada, USA",Dustin Hazelett,Joshua Burkman,0,0,13,34,1,1,3,0,Welterweight,SUB Armbar,2,4:46,The Ultimate Fighter,21-Jun-08,Dustin Hazelett
"Las Vegas, Nevada, USA",Drew McFedries,Marvin Eastman,1,0,19,3,1,1,0,0,Middleweight,KO/TKO Punches,1,1:08,The Ultimate Fighter,21-Jun-08,Drew McFedries
"Las Vegas, Nevada, USA",Matt Brown,Matt Arroyo,0,0,32,26,0,2,1,0,Welterweight,KO/TKO Punches,2,3:40,The Ultimate Fighter,21-Jun-08,Matt Brown
"Las Vegas, Nevada, USA",Dean Lister,Jeremy Horn,0,0,6,2,1,0,1,0,Middleweight,SUB Guillotine Choke,1,3:52,The Ultimate Fighter,21-Jun-08,Dean Lister
"Las Vegas, Nevada, USA",Rob Kimmons,Rob Yundt,0,0,9,5,1,1,4,0,Middleweight,SUB Guillotine Choke,1,3:58,The Ultimate Fighter,21-Jun-08,Rob Kimmons
"London, England, United Kingdom",Thiago Alves,Matt Hughes,1,0,10,9,1,1,0,0,Welterweight,KO/TKO Flying Knee,2,1:02,UFC 85,7-Jun-08,Thiago Alves
"London, England, United Kingdom",Michael Bisping,Jason Day,0,0,25,7,2,0,0,0,Middleweight,KO/TKO Punches,1,3:42,UFC 85,7-Jun-08,Michael Bisping
"London, England, United Kingdom",Mike Swick,Marcus Davis,0,0,32,31,2,3,1,2,Welterweight,U-DEC,3,5:00,UFC 85,7-Jun-08,Mike Swick
"London, England, United Kingdom",Thales Leites,Nate Marquardt,1,0,13,35,0,5,2,0,Middleweight,S-DEC,3,5:00,UFC 85,7-Jun-08,Thales Leites
"London, England, United Kingdom",Fabricio Werdum,Brandon Vera,0,0,15,15,2,0,0,0,Heavyweight,KO/TKO Punches,1,4:40,UFC 85,7-Jun-08,Fabricio Werdum
"London, England, United Kingdom",Martin Kampmann,Jorge Rivera,0,0,4,2,1,0,2,1,Middleweight,SUB Guillotine Choke,1,2:44,UFC 85,7-Jun-08,Martin Kampmann
"London, England, United Kingdom",Matt Wiman,Thiago Tavares,1,0,18,13,2,1,1,3,Lightweight,KO/TKO Punches,2,1:57,UFC 85,7-Jun-08,Matt Wiman
"London, England, United Kingdom",Kevin Burns,Roan Carneiro,0,0,8,12,0,2,1,0,Welterweight,SUB Triangle Choke,2,3:50,UFC 85,7-Jun-08,Kevin Burns
"London, England, United Kingdom",Luiz Cane,Jason Lambert,3,0,15,8,0,0,0,0,Light Heavyweight,KO/TKO Punches,1,2:07,UFC 85,7-Jun-08,Luiz Cane
"London, England, United Kingdom",Paul Taylor,Jess Liaudin,1,0,45,35,1,7,0,1,Welterweight,S-DEC,3,5:00,UFC 85,7-Jun-08,Paul Taylor
"London, England, United Kingdom",Antoni Hardonk,Eddie Sanchez,1,2,48,33,0,2,0,0,Heavyweight,KO/TKO Punch,2,4:15,UFC 85,7-Jun-08,Antoni Hardonk
"Las Vegas, Nevada, USA",BJ Penn,Sean Sherk,1,0,122,46,0,0,0,0,Lightweight,KO/TKO Flying Knee,3,5:00,UFC 84,24-May-08,BJ Penn
"Las Vegas, Nevada, USA",Wanderlei Silva,Keith Jardine,2,0,11,1,0,0,0,0,Light Heavyweight,KO/TKO Punch,1,0:36,UFC 84,24-May-08,Wanderlei Silva
"Las Vegas, Nevada, USA",Goran Reljic,Wilson Gouveia,1,1,33,33,0,0,0,0,Light Heavyweight,KO/TKO Punch,2,3:15,UFC 84,24-May-08,Goran Reljic
"Las Vegas, Nevada, USA",Lyoto Machida,Tito Ortiz,1,0,41,16,1,0,0,2,Light Heavyweight,U-DEC,3,5:00,UFC 84,24-May-08,Lyoto Machida
"Las Vegas, Nevada, USA",Thiago Silva,Antonio Mendes,0,1,19,5,0,1,1,0,Light Heavyweight,KO/TKO Punches,1,2:24,UFC 84,24-May-08,Thiago Silva
"Las Vegas, Nevada, USA",Rousimar Palhares,Ivan Salaverry,0,0,0,1,1,0,3,0,Middleweight,SUB Armbar,1,2:36,UFC 84,24-May-08,Rousimar Palhares
"Las Vegas, Nevada, USA",Rameau Thierry Sokoudjou,Kazuhiro Nakamura,1,0,26,6,0,0,0,0,Light Heavyweight,KO/TKO,1,5:00,UFC 84,24-May-08,Rameau Thierry Sokoudjou
"Las Vegas, Nevada, USA",Rich Clementi,Terry Etim,0,1,20,23,4,0,0,1,Lightweight,U-DEC,3,5:00,UFC 84,24-May-08,Rich Clementi
"Las Vegas, Nevada, USA",Yoshiyuki Yoshida,War Machine,0,0,1,1,1,0,1,0,Welterweight,SUB Anaconda Choke,1,0:56,UFC 84,24-May-08,Yoshiyuki Yoshida
"Las Vegas, Nevada, USA",Dong Hyun Kim,Jason Tan,0,0,77,2,3,0,0,0,Welterweight,KO/TKO Elbows,3,0:25,UFC 84,24-May-08,Dong Hyun Kim
"Las Vegas, Nevada, USA",Shane Carwin,Christian Wellisch,1,0,5,2,0,0,0,0,Heavyweight,KO/TKO Punch,1,0:44,UFC 84,24-May-08,Shane Carwin
"Montreal, Quebec, Canada",Georges St-Pierre,Matt Serra,0,0,42,3,4,0,0,0,Welterweight,KO/TKO Knees,2,4:45,UFC 83,19-Apr-08,Georges St-Pierre
"Montreal, Quebec, Canada",Rich Franklin,Travis Lutter,1,0,28,1,0,1,0,1,Middleweight,KO/TKO Punches,2,3:01,UFC 83,19-Apr-08,Rich Franklin
"Montreal, Quebec, Canada",Nate Quarry,Kalib Starnes,0,0,84,12,0,1,0,0,Middleweight,U-DEC,3,5:00,UFC 83,19-Apr-08,Nate Quarry
"Montreal, Quebec, Canada",Michael Bisping,Charles McCarthy,1,0,39,1,0,1,0,1,Middleweight,KO/TKO Knees,1,5:00,UFC 83,19-Apr-08,Michael Bisping
"Montreal, Quebec, Canada",Mac Danzig,Mark Bocek,1,0,46,22,1,3,2,0,Lightweight,SUB Rear Naked Choke,3,3:48,UFC 83,19-Apr-08,Mac Danzig
"Montreal, Quebec, Canada",Jason MacDonald,Joe Doerksen,0,0,13,4,1,1,2,3,Middleweight,KO/TKO Elbows,2,0:54,UFC 83,19-Apr-08,Jason MacDonald
"Montreal, Quebec, Canada",Jason Day,Alan Belcher,0,0,29,3,0,1,0,0,Middleweight,KO/TKO Punches,1,3:58,UFC 83,19-Apr-08,Jason Day
"Montreal, Quebec, Canada",Demian Maia,Ed Herman,0,0,15,15,1,1,3,0,Middleweight,SUB Triangle Choke,2,2:27,UFC 83,19-Apr-08,Demian Maia
"Montreal, Quebec, Canada",Rich Clementi,Sam Stout,0,0,40,48,3,0,3,0,Lightweight,S-DEC,3,5:00,UFC 83,19-Apr-08,Rich Clementi
"Montreal, Quebec, Canada",Cain Velasquez,Brad Morris,3,0,36,1,0,0,0,0,Heavyweight,KO/TKO Punches,1,2:10,UFC 83,19-Apr-08,Cain Velasquez
"Montreal, Quebec, Canada",Jonathan Goulet,Kuniyoshi Hironaka,2,1,31,21,0,1,0,0,Welterweight,KO/TKO Punch,2,2:07,UFC 83,19-Apr-08,Jonathan Goulet
"Broomfield, Colorado, USA",Kenny Florian,Joe Lauzon,0,0,35,5,2,2,0,2,Lightweight,KO/TKO Punches,2,3:28,UFC Fight Night,2-Apr-08,Kenny Florian
"Broomfield, Colorado, USA",Gray Maynard,Frankie Edgar,0,0,19,26,9,1,0,0,Lightweight,U-DEC,3,5:00,UFC Fight Night,2-Apr-08,Gray Maynard
"Broomfield, Colorado, USA",Thiago Alves,Karo Parisyan,1,0,17,10,0,1,0,0,Welterweight,KO/TKO Knees,2,0:24,UFC Fight Night,2-Apr-08,Thiago Alves
"Broomfield, Colorado, USA",Matt Hamill,Tim Boetsch,0,0,31,18,1,0,0,0,Light Heavyweight,KO/TKO Punches,2,1:25,UFC Fight Night,2-Apr-08,Matt Hamill
"Broomfield, Colorado, USA",Nate Diaz,Kurt Pellegrino,0,0,6,20,1,3,1,0,Lightweight,SUB Triangle Choke,2,3:06,UFC Fight Night,2-Apr-08,Nate Diaz
"Broomfield, Colorado, USA",James Irvin,Houston Alexander,1,0,3,0,0,0,0,0,Light Heavyweight,KO/TKO Punches,1,0:08,UFC Fight Night,2-Apr-08,James Irvin
"Broomfield, Colorado, USA",Josh Neer,Din Thomas,0,0,80,20,3,2,0,0,Lightweight,U-DEC,3,5:00,UFC Fight Night,2-Apr-08,Josh Neer
"Broomfield, Colorado, USA",Marcus Aurelio,Ryan Roberts,1,0,6,0,0,0,1,0,Lightweight,SUB Armbar,1,0:16,UFC Fight Night,2-Apr-08,Marcus Aurelio
"Broomfield, Colorado, USA",Manvel Gamburyan,Jeff Cox,0,0,3,2,1,0,1,0,Lightweight,SUB Guillotine Choke,1,1:41,UFC Fight Night,2-Apr-08,Manvel Gamburyan
"Broomfield, Colorado, USA",Clay Guida,Samy Schiavo,0,0,11,4,1,0,0,0,Lightweight,KO/TKO Punches,1,4:15,UFC Fight Night,2-Apr-08,Clay Guida
"Broomfield, Colorado, USA",George Sotiropoulos,Roman Mitichyan,0,0,21,2,3,0,3,0,Welterweight,KO/TKO Punches,2,2:24,UFC Fight Night,2-Apr-08,George Sotiropoulos
"Broomfield, Colorado, USA",Anthony Johnson,Tommy Speer,1,0,15,0,0,0,0,0,Welterweight,KO/TKO Punches,1,0:51,UFC Fight Night,2-Apr-08,Anthony Johnson
"Columbus, Ohio, USA",Anderson Silva,Dan Henderson,0,0,47,20,0,1,1,0,Middleweight,SUB Rear Naked Choke,2,4:52,UFC 82,1-Mar-08,Anderson Silva
"Columbus, Ohio, USA",Heath Herring,Cheick Kongo,1,0,57,45,3,5,0,0,Heavyweight,S-DEC,3,5:00,UFC 82,1-Mar-08,Heath Herring
"Columbus, Ohio, USA",Chris Leben,Alessio Sakara,1,0,24,13,0,0,0,0,Middleweight,KO/TKO Punches,1,3:16,UFC 82,1-Mar-08,Chris Leben
"Columbus, Ohio, USA",Yushin Okami,Evan Tanner,2,0,26,19,0,1,0,0,Middleweight,KO/TKO Knee,2,3:00,UFC 82,1-Mar-08,Yushin Okami
"Columbus, Ohio, USA",Jon Fitch,Chris Wilson,0,0,40,22,4,0,0,1,Welterweight,U-DEC,3,5:00,UFC 82,1-Mar-08,Jon Fitch
"Columbus, Ohio, USA",Andrei Arlovski,Jake O'Brien,0,0,14,4,1,2,0,0,Heavyweight,KO/TKO Punches,2,4:17,UFC 82,1-Mar-08,Andrei Arlovski
"Columbus, Ohio, USA",Luigi Fioravanti,Luke Cummo,0,0,32,16,13,0,0,0,Welterweight,U-DEC,3,5:00,UFC 82,1-Mar-08,Luigi Fioravanti
"Columbus, Ohio, USA",Josh Koscheck,Dustin Hazelett,1,0,24,20,1,0,0,2,Welterweight,KO/TKO Kick,2,1:24,UFC 82,1-Mar-08,Josh Koscheck
"Columbus, Ohio, USA",Diego Sanchez,David Bielkheden,0,0,24,1,1,0,0,0,Welterweight,KO/TKO Punches,1,4:43,UFC 82,1-Mar-08,Diego Sanchez
"Columbus, Ohio, USA",Jorge Gurgel,John Halverson,0,0,68,44,1,0,0,2,Lightweight,U-DEC,3,5:00,UFC 82,1-Mar-08,Jorge Gurgel
"Las Vegas, Nevada, USA",Antonio Rodrigo Nogueira,Tim Sylvia,0,1,28,53,2,0,1,0,Heavyweight,SUB Guillotine Choke,3,1:28,UFC 81,2-Feb-08,Antonio Rodrigo Nogueira
"Las Vegas, Nevada, USA",Frank Mir,Brock Lesnar,0,0,2,16,0,1,3,0,Heavyweight,SUB Kneebar,1,1:30,UFC 81,2-Feb-08,Frank Mir
"Las Vegas, Nevada, USA",Nate Marquardt,Jeremy Horn,1,0,22,5,2,1,1,1,Middleweight,SUB Guillotine Choke,2,1:37,UFC 81,2-Feb-08,Nate Marquardt
"Las Vegas, Nevada, USA",Ricardo Almeida,Rob Yundt,0,0,4,2,1,0,1,0,Middleweight,SUB Guillotine Choke,1,1:08,UFC 81,2-Feb-08,Ricardo Almeida
"Las Vegas, Nevada, USA",Tyson Griffin,Gleison Tibau,0,0,60,23,0,6,0,0,Lightweight,U-DEC,3,5:00,UFC 81,2-Feb-08,Tyson Griffin
"Las Vegas, Nevada, USA",Chris Lytle,Kyle Bradley,1,0,12,0,0,0,0,0,Welterweight,KO/TKO Punches,1,0:33,UFC 81,2-Feb-08,Chris Lytle
"Las Vegas, Nevada, USA",Tim Boetsch,David Heath,0,0,42,7,1,0,0,0,Light Heavyweight,KO/TKO Punches,1,4:52,UFC 81,2-Feb-08,Tim Boetsch
"Las Vegas, Nevada, USA",Marvin Eastman,Terry Martin,0,0,40,50,1,1,0,0,Middleweight,U-DEC,3,5:00,UFC 81,2-Feb-08,Marvin Eastman
"Las Vegas, Nevada, USA",Rob Emerson,Keita Nakamura,0,1,81,57,0,4,0,0,Lightweight,S-DEC,3,5:00,UFC 81,2-Feb-08,Rob Emerson
"Las Vegas, Nevada, USA",Mike Swick,Joshua Burkman,0,0,54,39,0,1,0,0,Welterweight,M-DEC,3,5:00,UFC Fight Night,23-Jan-08,Mike Swick
"Las Vegas, Nevada, USA",Patrick Cote,Drew McFedries,1,0,14,8,0,0,0,0,Middleweight,KO/TKO Punches,1,1:44,UFC Fight Night,23-Jan-08,Patrick Cote
"Las Vegas, Nevada, USA",Thiago Tavares,Michihiro Omigawa,0,0,19,11,7,1,0,2,Lightweight,U-DEC,3,5:00,UFC Fight Night,23-Jan-08,Thiago Tavares
"Las Vegas, Nevada, USA",Nate Diaz,Alvin Robinson,0,0,3,2,2,0,2,2,Lightweight,SUB Triangle Choke,1,3:39,UFC Fight Night,23-Jan-08,Nate Diaz
"Las Vegas, Nevada, USA",Kurt Pellegrino,Alberto Crane,0,1,23,4,1,0,0,2,Lightweight,KO/TKO Punches,2,1:55,UFC Fight Night,23-Jan-08,Kurt Pellegrino
"Las Vegas, Nevada, USA",Gray Maynard,Dennis Siver,1,0,26,16,2,1,3,0,Lightweight,U-DEC,3,5:00,UFC Fight Night,23-Jan-08,Gray Maynard
"Las Vegas, Nevada, USA",Jeremy Stephens,Cole Miller,1,0,30,5,1,0,0,3,Lightweight,KO/TKO Elbows,2,4:44,UFC Fight Night,23-Jan-08,Jeremy Stephens
"Las Vegas, Nevada, USA",Corey Hill,Joe Veres,0,0,29,0,0,0,0,0,Lightweight,KO/TKO Punches,2,0:37,UFC Fight Night,23-Jan-08,Corey Hill
"Las Vegas, Nevada, USA",Matt Wiman,Justin Buchholz,0,0,6,3,1,0,3,0,Lightweight,SUB Rear Naked Choke,1,2:56,UFC Fight Night,23-Jan-08,Matt Wiman
"Newcastle, England, United Kingdom",BJ Penn,Joe Stevenson,2,0,41,17,0,0,1,0,Lightweight,SUB Rear Naked Choke,2,4:02,UFC 80,19-Jan-08,BJ Penn
"Newcastle, England, United Kingdom",Fabricio Werdum,Gabriel Gonzaga,0,0,46,19,0,3,0,0,Heavyweight,KO/TKO Punches,2,4:34,UFC 80,19-Jan-08,Fabricio Werdum
"Newcastle, England, United Kingdom",Marcus Davis,Jess Liaudin,1,0,5,4,0,0,0,0,Welterweight,KO/TKO Punch,1,1:04,UFC 80,19-Jan-08,Marcus Davis
"Newcastle, England, United Kingdom",Wilson Gouveia,Jason Lambert,1,0,5,27,0,1,4,0,Light Heavyweight,KO/TKO Punch,2,0:37,UFC 80,19-Jan-08,Wilson Gouveia
"Newcastle, England, United Kingdom",Jorge Rivera,Kendall Grove,1,0,28,0,1,0,0,0,Middleweight,KO/TKO Punches,1,1:20,UFC 80,19-Jan-08,Jorge Rivera
"Newcastle, England, United Kingdom",Antoni Hardonk,Colin Robinson,1,0,5,0,0,0,0,0,Heavyweight,KO/TKO Punch,1,0:17,UFC 80,19-Jan-08,Antoni Hardonk
"Newcastle, England, United Kingdom",Paul Kelly,Paul Taylor,0,0,70,43,3,1,0,3,Welterweight,U-DEC,3,5:00,UFC 80,19-Jan-08,Paul Kelly
"Newcastle, England, United Kingdom",Alessio Sakara,James Lee,0,0,8,0,0,2,0,0,Light Heavyweight,KO/TKO Punches,1,1:30,UFC 80,19-Jan-08,Alessio Sakara
"Newcastle, England, United Kingdom",Sam Stout,Per Eklund,0,0,33,20,0,2,0,1,Lightweight,U-DEC,3,5:00,UFC 80,19-Jan-08,Sam Stout
"Las Vegas, Nevada, USA",Georges St-Pierre,Matt Hughes,0,0,28,5,3,0,3,0,Welterweight,SUB Armbar,2,4:54,UFC 79,29-Dec-07,Georges St-Pierre
"Las Vegas, Nevada, USA",Chuck Liddell,Wanderlei Silva,0,1,58,44,2,0,0,0,Light Heavyweight,U-DEC,3,5:00,UFC 79,29-Dec-07,Chuck Liddell
"Las Vegas, Nevada, USA",Eddie Sanchez,Soa Palelei,0,0,52,21,1,1,0,0,Heavyweight,KO/TKO Punches,3,3:24,UFC 79,29-Dec-07,Eddie Sanchez
"Las Vegas, Nevada, USA",Lyoto Machida,Rameau Thierry Sokoudjou,1,0,21,6,0,2,5,2,Light Heavyweight,SUB Arm Triangle,2,4:20,UFC 79,29-Dec-07,Lyoto Machida
"Las Vegas, Nevada, USA",Rich Clementi,Melvin Guillard,0,0,6,5,2,1,2,0,Lightweight,SUB Rear Naked Choke,1,4:40,UFC 79,29-Dec-07,Rich Clementi
"Las Vegas, Nevada, USA",James Irvin,Luiz Cane,0,0,5,9,0,1,0,0,Light Heavyweight,DQ,1,1:51,UFC 79,29-Dec-07,James Irvin
"Las Vegas, Nevada, USA",Manvel Gamburyan,Nate Mohr,0,0,3,2,1,0,1,0,Lightweight,SUB Ankle Lock,1,1:31,UFC 79,29-Dec-07,Manvel Gamburyan
"Las Vegas, Nevada, USA",Dean Lister,Jordan Radev,0,0,31,20,2,0,0,0,Middleweight,U-DEC,3,5:00,UFC 79,29-Dec-07,Dean Lister
"Las Vegas, Nevada, USA",Roan Carneiro,Tony DeSouza,0,0,24,9,3,0,2,1,Welterweight,KO/TKO Punches,2,3:33,UFC 79,29-Dec-07,Roan Carneiro
"Las Vegas, Nevada, USA",Mark Bocek,Doug Evans,0,0,26,22,7,1,0,1,Lightweight,U-DEC,3,5:00,UFC 79,29-Dec-07,Mark Bocek
"Las Vegas, Nevada, USA",Roger Huerta,Clay Guida,0,1,31,47,0,6,3,1,Lightweight,SUB Rear Naked Choke,3,0:51,The Ultimate Fighter,8-Dec-07,Roger Huerta
"Las Vegas, Nevada, USA",Mac Danzig,Tommy Speer,0,0,10,4,1,0,1,0,Welterweight,SUB Rear Naked Choke,1,2:01,The Ultimate Fighter,8-Dec-07,Mac Danzig
"Las Vegas, Nevada, USA",War Machine,Jared Rollins,0,1,29,40,1,2,0,1,Welterweight,KO/TKO Punches,3,2:01,The Ultimate Fighter,8-Dec-07,War Machine
"Las Vegas, Nevada, USA",George Sotiropoulos,Billy Miles,0,0,2,0,0,0,1,0,Welterweight,SUB Rear Naked Choke,1,1:36,The Ultimate Fighter,8-Dec-07,George Sotiropoulos
"Las Vegas, Nevada, USA",Ben Saunders,Dan Barrera,0,0,18,12,0,1,4,0,Welterweight,U-DEC,3,5:00,The Ultimate Fighter,8-Dec-07,Ben Saunders
"Las Vegas, Nevada, USA",Troy Mandaloniz,Richie Hightower,1,0,30,20,0,1,0,0,Welterweight,KO/TKO Punch,1,4:20,The Ultimate Fighter,8-Dec-07,Troy Mandaloniz
"Las Vegas, Nevada, USA",Matt Arroyo,John Kolosci,0,0,4,1,0,0,5,0,Welterweight,SUB Armbar,1,4:42,The Ultimate Fighter,8-Dec-07,Matt Arroyo
"Las Vegas, Nevada, USA",Roman Mitichyan,Dorian Price,0,0,0,0,1,0,1,0,Welterweight,SUB Ankle Lock,1,0:23,The Ultimate Fighter,8-Dec-07,Roman Mitichyan
"Las Vegas, Nevada, USA",Jonathan Goulet,Paul Georgieff,0,0,11,12,3,0,1,0,Welterweight,SUB Rear Naked Choke,1,4:42,The Ultimate Fighter,8-Dec-07,Jonathan Goulet
"Newark, New Jersey, USA",Rashad Evans,Michael Bisping,0,0,23,40,6,2,0,0,Light Heavyweight,S-DEC,3,5:00,UFC 78,17-Nov-07,Rashad Evans
"Newark, New Jersey, USA",Thiago Silva,Houston Alexander,0,0,22,2,1,1,0,0,Light Heavyweight,KO/TKO Punches,1,3:25,UFC 78,17-Nov-07,Thiago Silva
"Newark, New Jersey, USA",Karo Parisyan,Ryo Chonan,0,0,49,35,7,0,0,0,Welterweight,U-DEC,3,5:00,UFC 78,17-Nov-07,Karo Parisyan
"Newark, New Jersey, USA",Ed Herman,Joe Doerksen,1,0,43,9,2,1,0,3,Middleweight,KO/TKO Punch,3,0:39,UFC 78,17-Nov-07,Ed Herman
"Newark, New Jersey, USA",Frankie Edgar,Spencer Fisher,0,0,42,6,8,0,0,0,Lightweight,U-DEC,3,5:00,UFC 78,17-Nov-07,Frankie Edgar
"Newark, New Jersey, USA",Thiago Alves,Chris Lytle,1,0,39,42,0,1,0,0,Welterweight,KO/TKO,2,5:00,UFC 78,17-Nov-07,Thiago Alves
"Newark, New Jersey, USA",Joe Lauzon,Jason Reinhardt,0,0,5,1,1,0,1,0,Lightweight,SUB Rear Naked Choke,1,1:14,UFC 78,17-Nov-07,Joe Lauzon
"Newark, New Jersey, USA",Marcus Aurelio,Luke Caudillo,0,0,20,6,1,0,0,0,Lightweight,KO/TKO Punches,1,4:29,UFC 78,17-Nov-07,Marcus Aurelio
"Newark, New Jersey, USA",Akihiro Gono,Tamdan McCrory,1,0,27,31,1,0,1,0,Welterweight,SUB Armbar,2,3:19,UFC 78,17-Nov-07,Akihiro Gono
"Cincinnati, Ohio, USA",Anderson Silva,Rich Franklin,3,0,39,22,0,1,0,0,Middleweight,KO/TKO Knees,2,1:07,UFC 77,20-Oct-07,Anderson Silva
"Cincinnati, Ohio, USA",Tim Sylvia,Brandon Vera,0,0,68,58,0,1,0,0,Heavyweight,U-DEC,3,5:00,UFC 77,20-Oct-07,Tim Sylvia
"Cincinnati, Ohio, USA",Alvin Robinson,Jorge Gurgel,0,0,44,3,2,0,1,0,Lightweight,U-DEC,3,5:00,UFC 77,20-Oct-07,Alvin Robinson
"Cincinnati, Ohio, USA",Stephan Bonnar,Eric Schafer,0,0,30,13,0,1,0,1,Light Heavyweight,KO/TKO Punches,2,2:47,UFC 77,20-Oct-07,Stephan Bonnar
"Cincinnati, Ohio, USA",Alan Belcher,Kalib Starnes,0,0,57,40,0,1,0,0,Middleweight,KO/TKO,2,1:39,UFC 77,20-Oct-07,Alan Belcher
"Cincinnati, Ohio, USA",Yushin Okami,Jason MacDonald,0,0,41,25,1,0,1,0,Middleweight,U-DEC,3,5:00,UFC 77,20-Oct-07,Yushin Okami
"Cincinnati, Ohio, USA",Demian Maia,Ryan Jensen,0,0,3,2,2,0,1,0,Middleweight,SUB Rear Naked Choke,1,2:40,UFC 77,20-Oct-07,Demian Maia
"Cincinnati, Ohio, USA",Joshua Burkman,Forrest Petz,1,0,44,65,3,0,2,0,Welterweight,S-DEC,3,5:00,UFC 77,20-Oct-07,Joshua Burkman
"Cincinnati, Ohio, USA",Matt Grice,Jason Black,1,0,44,10,3,0,0,7,Lightweight,S-DEC,3,5:00,UFC 77,20-Oct-07,Matt Grice
"Anaheim, California, USA",Keith Jardine,Chuck Liddell,1,0,83,31,0,0,0,0,Light Heavyweight,S-DEC,3,5:00,UFC 76,22-Sep-07,Keith Jardine
"Anaheim, California, USA",Forrest Griffin,Mauricio Rua,0,0,66,27,2,5,3,0,Light Heavyweight,SUB Rear Naked Choke,3,4:45,UFC 76,22-Sep-07,Forrest Griffin
"Anaheim, California, USA",Jon Fitch,Diego Sanchez,0,0,25,11,3,2,0,5,Welterweight,S-DEC,3,5:00,UFC 76,22-Sep-07,Jon Fitch
"Anaheim, California, USA",Lyoto Machida,Kazuhiro Nakamura,0,0,70,15,2,2,1,0,Light Heavyweight,U-DEC,3,5:00,UFC 76,22-Sep-07,Lyoto Machida
"Anaheim, California, USA",Tyson Griffin,Thiago Tavares,0,0,29,6,2,4,1,4,Lightweight,U-DEC,3,5:00,UFC 76,22-Sep-07,Tyson Griffin
"Anaheim, California, USA",Rich Clementi,Anthony Johnson,0,1,12,22,1,1,2,3,Welterweight,SUB Rear Naked Choke,2,3:05,UFC 76,22-Sep-07,Rich Clementi
"Anaheim, California, USA",Jeremy Stephens,Diego Saraiva,0,0,50,11,2,0,0,2,Lightweight,U-DEC,3,5:00,UFC 76,22-Sep-07,Jeremy Stephens
"Anaheim, California, USA",Christian Wellisch,Scott Junk,0,0,6,17,1,0,2,0,Heavyweight,SUB Heel Hook,1,3:19,UFC 76,22-Sep-07,Christian Wellisch
"Anaheim, California, USA",Matt Wiman,Michihiro Omigawa,0,0,59,33,4,1,0,1,Lightweight,U-DEC,3,5:00,UFC 76,22-Sep-07,Matt Wiman
"Las Vegas, Nevada, USA",Kenny Florian,Din Thomas,0,0,27,3,2,0,1,0,Lightweight,SUB Rear Naked Choke,1,4:31,UFC Fight Night,19-Sep-07,Kenny Florian
"Las Vegas, Nevada, USA",Chris Leben,Terry Martin,1,0,53,45,0,4,1,0,Middleweight,KO/TKO Punch,3,3:56,UFC Fight Night,19-Sep-07,Chris Leben
"Las Vegas, Nevada, USA",Nate Diaz,Junior Assuncao,1,0,10,7,1,1,3,0,Lightweight,SUB Guillotine Choke,1,4:10,UFC Fight Night,19-Sep-07,Nate Diaz
"Las Vegas, Nevada, USA",Nate Quarry,Pete Sell,1,1,64,53,0,2,0,0,Middleweight,KO/TKO Punch,3,0:44,UFC Fight Night,19-Sep-07,Nate Quarry
"Las Vegas, Nevada, USA",Luke Cummo,Edilberto de Oliveira,1,0,6,5,0,0,0,0,Welterweight,KO/TKO Punches,1,1:45,UFC Fight Night,19-Sep-07,Luke Cummo
"Las Vegas, Nevada, USA",Cole Miller,Leonard Garcia,0,0,21,16,1,0,10,0,Lightweight,U-DEC,3,5:00,UFC Fight Night,19-Sep-07,Cole Miller
"Las Vegas, Nevada, USA",Gray Maynard,Joe Veres,1,0,3,0,0,0,0,0,Lightweight,KO/TKO Punch,1,0:09,UFC Fight Night,19-Sep-07,Gray Maynard
"Las Vegas, Nevada, USA",Thiago Alves,Kuniyoshi Hironaka,0,0,48,15,0,2,0,0,Welterweight,KO/TKO Knee,2,4:04,UFC Fight Night,19-Sep-07,Thiago Alves
